,rank,club,country,level,elo,from,to,year
315,None,Villingen,FRG,2,1432.36657715,1970-04-20,1970-08-02,1970
316,None,Ajaccio,FRA,1,1432.30126953,1970-05-28,1970-06-03,1970
317,None,Panathinaikos,GRE,1,1432.20983887,1970-05-25,1970-05-31,1970
318,None,Belenenses,POR,1,1431.73156738,1970-04-20,1970-09-13,1970
319,None,Regensburg,FRG,2,1431.58837891,1970-04-20,1970-08-02,1970
320,None,FC Kobenhavn,DEN,1,1430.07836914,1970-05-24,1970-05-30,1970
321,None,Akademisk,DEN,1,1428.86486816,1970-05-25,1970-06-01,1970
322,None,KB Kobenhavn,DEN,1,1427.68103027,1970-05-25,1970-05-31,1970
323,None,Kladno,CSR,1,1427.47058105,1970-05-07,1970-07-01,1970
324,None,Gwardia,POL,1,1424.90673828,1970-05-28,1970-06-06,1970
325,None,Dinamo Bucuresti,ROM,1,1424.7286377,1970-04-19,1970-06-28,1970
326,None,Akademik Sofia,BUL,1,1424.17883301,1970-04-27,1970-07-04,1970
327,None,Beroe Stara Zagora,BUL,1,1423.73205566,1970-03-23,1970-08-18,1970
328,None,Botev Vratsa,BUL,1,1423.62976074,1970-04-27,1970-07-04,1970
329,None,Komloi,HUN,1,1423.23718262,1970-05-28,1970-05-31,1970
330,None,Charlton,ENG,2,1423.00036621,1970-04-30,1970-08-15,1970
331,None,Malmoe,SWE,1,1422.55334473,1970-05-14,1970-07-02,1970
332,None,Aue,GDR,1,1422.00793457,1970-05-24,1970-05-30,1970
333,None,Raith Rovers,SCO,1,1420.74963379,1970-05-07,1970-07-01,1970
334,None,VfR Mannheim,FRG,2,1420.45019531,1970-04-20,1970-08-02,1970
335,None,Haarlem,NED,1,1420.35119629,1970-05-25,1970-08-23,1970
336,None,Oldenburg,FRG,2,1419.78588867,1970-04-16,1970-08-02,1970
337,None,Luenen,FRG,2,1419.06311035,1970-04-16,1970-08-02,1970
338,None,Rostock,GDR,1,1418.44897461,1970-05-24,1970-05-30,1970
339,None,Szombierki,POL,1,1417.79870605,1970-05-28,1970-05-31,1970
340,None,Speyer,FRG,2,1417.64318848,1970-04-16,1970-08-02,1970
341,None,Valenciennes,FRA,1,1417.49206543,1970-05-28,1970-06-03,1970
342,None,Burgos,ESP,2,1417.45556641,1970-05-25,1970-05-31,1970
343,None,Wacker Innsbruck,AUT,1,1417.27258301,1970-05-24,1970-06-05,1970
344,None,Wormatia,FRG,2,1416.9519043,1970-04-16,1970-08-02,1970
345,None,Roechling Voelklingen,FRG,2,1416.45654297,1970-04-16,1970-08-02,1970
346,None,Aalborg,DEN,1,1414.39025879,1970-05-28,1970-06-01,1970
347,None,Dunav,BUL,1,1414.37719727,1970-04-27,1970-07-04,1970
348,None,Ferrol,ESP,2,1413.64440918,1970-05-25,1970-05-31,1970
349,None,Partick,SCO,1,1413.25219727,1970-05-07,1970-07-01,1970
350,None,Preston,ENG,2,1410.56896973,1970-04-30,1970-07-01,1970
351,None,Landau,FRG,2,1410.5456543,1970-04-16,1970-08-02,1970
352,None,Alkmaar,NED,1,1410.11132812,1970-05-25,1970-08-23,1970
353,None,Chernomorets Burgas,BUL,1,1408.79284668,1970-04-23,1970-07-04,1970
354,None,BFC Dynamo,GDR,1,1408.60534668,1970-05-24,1970-05-30,1970
355,None,Maritsa Plovdiv,BUL,1,1407.86437988,1970-04-27,1970-07-04,1970
356,None,Telstar,NED,1,1407.26135254,1970-05-25,1970-08-23,1970
357,None,Calvo Sotelo,ESP,2,1406.68579102,1970-05-25,1970-05-31,1970
358,None,Ontinyent,ESP,2,1406.61450195,1970-05-25,1970-05-31,1970
359,None,Groningen,NED,1,1406.36425781,1970-05-25,1970-07-01,1970
360,None,St Gillis,BEL,1,1404.79589844,1970-04-27,1970-09-06,1970
361,None,Bohemians Praha,CSR,1,1402.91809082,1970-05-07,1970-07-01,1970
362,None,Homburg,FRG,2,1402.78393555,1970-04-16,1970-08-02,1970
363,None,Videoton,HUN,1,1402.125,1970-05-28,1970-05-30,1970
364,None,Erfurt,GDR,1,1399.6854248,1970-05-24,1970-05-30,1970
365,None,Walbrzych,POL,1,1399.37585449,1970-05-28,1970-06-06,1970
366,None,Beringen,BEL,1,1398.6730957,1970-04-27,1970-07-01,1970
367,None,Leixoes,POR,1,1397.92883301,1970-04-20,1970-09-13,1970
368,None,Barreirense,POR,1,1397.14282227,1970-04-20,1970-09-13,1970
369,None,Mainz,FRG,2,1396.57055664,1970-04-16,1970-08-02,1970
370,None,Halle,GDR,1,1396.25634766,1970-05-24,1970-05-30,1970
371,None,Marek Dupnitza,BUL,1,1395.94470215,1970-04-27,1970-07-04,1970
372,None,Spartak Pleven,BUL,1,1395.44604492,1970-04-27,1970-07-04,1970
373,None,Galatasaray,TUR,1,1395.00549316,1970-05-28,1970-05-30,1970
374,None,Utrecht,NED,1,1394.42346191,1970-05-25,1970-08-19,1970
375,None,Barmbek-Uhlenhorst,FRG,2,1394.24194336,1970-04-16,1970-08-02,1970
376,None,Pogon,POL,1,1394.19824219,1970-05-28,1970-06-06,1970
377,None,NK Zagreb,YUG,1,1393.59863281,1970-05-25,1970-05-31,1970
378,None,Eskisehirspor,TUR,1,1393.08447266,1970-05-25,1970-05-30,1970
379,None,Sant Andreu,ESP,2,1392.00476074,1970-05-25,1970-05-31,1970
380,None,Hvidovre,DEN,1,1390.61779785,1970-05-22,1970-05-31,1970
381,None,Szeged,HUN,1,1388.02880859,1970-05-28,1970-05-31,1970
382,None,Djurgarden,SWE,1,1387.67431641,1970-05-14,1970-08-06,1970
383,None,Frem,DEN,1,1387.24609375,1970-05-25,1970-05-30,1970
384,None,Bilbao B,ESP,2,1386.78625488,1970-05-24,1970-05-31,1970
385,None,Dnipro,URS,2,1386.72119141,1970-05-22,1970-06-01,1970
386,None,Ruesselsheim,FRG,2,1385.89855957,1970-04-20,1970-08-02,1970
387,None,Chemnitz,GDR,1,1385.6763916,1970-05-24,1970-05-30,1970
388,None,Sverdlovsk,URS,2,1385.35302734,1970-05-22,1970-06-01,1970
389,None,LASK,AUT,1,1383.45532227,1970-05-24,1970-06-06,1970
390,None,Murcia,ESP,2,1383.26538086,1970-05-25,1970-05-31,1970
391,None,Sturm Graz,AUT,1,1383.08557129,1970-05-24,1970-06-06,1970
392,None,Odra Opole,POL,1,1382.85021973,1970-05-28,1970-06-06,1970
393,None,Valladolid,ESP,2,1381.09313965,1970-05-25,1970-05-31,1970
394,None,Riesa,GDR,1,1378.96105957,1970-05-24,1970-05-30,1970
395,None,Bacau,ROM,1,1378.79943848,1970-04-19,1970-06-28,1970
396,None,Olympiakos,GRE,1,1378.60546875,1970-05-25,1970-05-31,1970
397,None,Horsens,DEN,1,1378.17724609,1970-05-29,1970-06-07,1970
398,None,Phoenix Luebeck,FRG,2,1376.94189453,1970-04-16,1970-08-02,1970
399,None,Muenster,FRG,2,1376.44494629,1970-04-16,1970-08-02,1970
400,None,Ilicitano,ESP,2,1374.15087891,1970-05-25,1970-05-31,1970
401,None,Leverkusen,FRG,2,1373.80053711,1970-04-16,1970-08-02,1970
402,None,Osasuna,ESP,2,1372.6295166,1970-05-24,1970-05-31,1970
403,None,Rapide Wedding,FRG,2,1372.1204834,1970-04-16,1970-08-02,1970
404,None,Castellon,ESP,2,1369.97021484,1970-05-25,1970-05-31,1970
405,None,Goeztepe,TUR,1,1369.96740723,1970-05-25,1970-05-30,1970
406,None,Arges Pitesti,ROM,1,1367.49487305,1970-04-19,1970-06-28,1970
407,None,Craiova,ROM,1,1365.50695801,1970-04-20,1970-06-28,1970
408,None,Jiul Petrosani,ROM,1,1362.98815918,1970-04-27,1970-06-28,1970
409,None,Neuss,FRG,2,1362.77856445,1970-04-16,1970-08-02,1970
410,None,Metalist,URS,2,1361.42932129,1970-05-26,1970-06-01,1970
411,None,Neukoelln,FRG,2,1361.29101562,1970-04-16,1970-08-02,1970
412,None,Alanya,URS,1,1360.97216797,1970-05-21,1970-06-08,1970
413,None,Darmstadt,FRG,2,1359.08105469,1970-04-20,1970-07-01,1970
414,None,Heilbronn,FRG,2,1356.87072754,1970-04-20,1970-08-02,1970
415,None,Ingolstadt,FRG,2,1355.8737793,1970-04-20,1970-08-02,1970
416,None,Weisenau,FRG,2,1352.57543945,1970-04-16,1970-07-01,1970
417,None,B1913,DEN,1,1351.82226562,1970-05-29,1970-06-10,1970
418,None,Besiktas,TUR,1,1350.53820801,1970-05-25,1970-05-31,1970
419,None,Rubin Kazan,URS,2,1346.58850098,1970-05-21,1970-06-01,1970
420,None,Viktoria Koeln,FRG,2,1346.46923828,1970-04-16,1970-08-02,1970
421,None,Petrolul Ploiesti,ROM,1,1346.12268066,1970-04-19,1970-06-28,1970
422,None,Eisenhuettenstadt,GDR,1,1345.68713379,1970-05-24,1970-05-30,1970
423,None,Salzburg,AUT,1,1345.60620117,1970-05-24,1970-06-06,1970
424,None,Norrkoeping,SWE,1,1345.39672852,1970-05-14,1970-08-06,1970
425,None,Khabarovsk,URS,2,1344.0592041,1970-05-22,1970-06-01,1970
426,None,Karpaty,URS,2,1343.8548584,1970-05-22,1970-06-01,1970
427,None,Minyor Pernik,BUL,1,1343.36328125,1970-04-27,1970-07-04,1970
428,None,Berliner SV 92,FRG,2,1343.21459961,1970-04-16,1970-07-01,1970
429,None,Braga,POR,1,1343.13134766,1970-04-20,1970-07-01,1970
430,None,Cracovia,POL,1,1342.29223633,1970-05-28,1970-06-06,1970
431,None,Wattenscheid,FRG,2,1342.0,1970-04-16,1970-08-02,1970
432,None,Mersin Idman,TUR,1,1341.79711914,1970-05-28,1970-05-30,1970
433,None,Dordrecht,NED,1,1340.42858887,1970-05-25,1970-07-01,1970
434,None,Volgar,URS,2,1336.79370117,1970-05-26,1970-06-01,1970
435,None,Universitatea Cluj,ROM,1,1335.55151367,1970-04-27,1970-06-14,1970
436,None,Oerebro,SWE,1,1334.7791748,1970-05-14,1970-08-06,1970
437,None,Karagandy,URS,2,1334.19348145,1970-05-22,1970-06-01,1970
438,None,Goeteborg,SWE,1,1332.95593262,1970-05-14,1970-08-02,1970
439,None,AEK,GRE,1,1332.54248047,1970-05-25,1970-05-31,1970
440,None,Zalgiris Vilnius,URS,2,1332.03051758,1970-05-26,1970-06-05,1970
441,None,Guetersloh,FRG,2,1331.59143066,1970-04-16,1970-08-02,1970
442,None,Bursaspor,TUR,1,1329.14050293,1970-05-24,1970-05-31,1970
443,None,Oostende,BEL,1,1328.78771973,1970-04-27,1970-07-01,1970
444,None,Admira,AUT,1,1328.28393555,1970-05-24,1970-06-05,1970
445,None,Ourense,ESP,2,1328.14978027,1970-05-25,1970-05-31,1970
446,None,Elfsborg,SWE,1,1327.1673584,1970-05-14,1970-07-02,1970
447,None,Vejle,DEN,1,1326.47827148,1970-05-22,1970-05-31,1970
448,None,Fortuna Koeln,FRG,2,1325.87902832,1970-04-16,1970-08-02,1970
449,None,Salamanca,ESP,2,1324.54394531,1970-05-25,1970-05-31,1970
450,None,Oester,SWE,1,1324.10827637,1970-05-14,1970-08-06,1970
451,None,Itzehoe,FRG,2,1324.10473633,1970-04-16,1970-08-02,1970
452,None,Celle,FRG,2,1323.7644043,1970-04-16,1970-08-02,1970
453,None,Brasov,ROM,1,1323.62353516,1970-04-19,1970-06-28,1970
454,None,Ivanovo,URS,2,1323.11047363,1970-05-22,1970-06-01,1970
455,None,Altay,TUR,1,1322.9263916,1970-05-25,1970-05-31,1970
456,None,Wannsee,FRG,2,1322.70153809,1970-04-16,1970-08-02,1970
457,None,Bayreuth,FRG,2,1321.58618164,1970-04-20,1970-07-01,1970
458,None,Bergedorf,FRG,2,1320.48168945,1970-04-16,1970-07-01,1970
459,None,Waldhof,FRG,2,1320.15429688,1970-04-20,1970-07-01,1970
460,None,Dynamo Leningrad,URS,2,1320.14880371,1970-05-26,1970-05-30,1970
461,None,Farul,ROM,1,1319.3795166,1970-04-19,1970-06-28,1970
462,None,Atvidaberg,SWE,1,1319.0949707,1970-05-14,1970-08-02,1970
463,None,Bronshoj,DEN,1,1318.9552002,1970-05-24,1970-05-30,1970
464,None,Hamborn,FRG,2,1316.7286377,1970-04-16,1970-08-02,1970
465,None,Arsenal Kyiv,URS,2,1316.40527344,1970-05-22,1970-06-01,1970
466,None,Kuban,URS,2,1316.20617676,1970-05-26,1970-06-01,1970
467,None,Zimbru,URS,2,1315.48339844,1970-05-26,1970-06-01,1970
468,None,Wattens,AUT,1,1314.94299316,1970-05-24,1970-06-06,1970
469,None,Bonn,FRG,2,1310.30700684,1970-04-16,1970-08-02,1970
470,None,Tirana,ALB,0,1309.94714355,1969-10-02,1970-08-23,1970
471,None,Boavista,POR,1,1308.37780762,1970-04-20,1970-09-13,1970
472,None,Randers,DEN,1,1308.1809082,1970-05-25,1970-05-31,1970
473,None,Staaken,FRG,2,1307.73901367,1970-04-16,1970-08-02,1970
474,None,Lok Tbilisi,URS,2,1306.63122559,1970-05-26,1970-06-01,1970
475,None,Alga,URS,2,1306.38659668,1970-05-22,1970-06-05,1970
476,None,GAK,AUT,1,1304.44824219,1970-05-24,1970-06-06,1970
477,None,U Tomar,POR,1,1301.92456055,1970-04-20,1970-07-01,1970
478,None,Pamir Dushanbe,URS,2,1300.06066895,1970-05-26,1970-06-01,1970
479,None,Istanbulspor,TUR,1,1299.2755127,1970-05-24,1970-05-30,1970
480,None,Ards,NIR,0,1299.14123535,1969-10-02,1970-07-01,1970
481,None,GAIS,SWE,1,1298.65539551,1970-05-14,1970-08-06,1970
482,None,Linfield,NIR,0,1297.43920898,1969-10-02,1970-09-16,1970
483,None,Leu,FRG,2,1297.16638184,1970-04-16,1970-08-02,1970
484,None,B1901,DEN,1,1297.14440918,1970-05-28,1970-05-30,1970
485,None,Daugava,URS,2,1294.91992188,1970-05-22,1970-06-01,1970
486,None,FCK Kaernten,AUT,1,1292.93737793,1970-05-24,1970-06-07,1970
487,None,Vienna,AUT,1,1292.3470459,1970-05-24,1970-06-06,1970
488,None,AIK,SWE,1,1290.76477051,1970-05-14,1970-08-04,1970
489,None,Crisul Oradea,ROM,1,1290.2310791,1970-04-19,1970-06-28,1970
490,None,FSV Frankfurt,FRG,2,1289.94763184,1970-04-20,1970-07-01,1970
491,None,Erkenschwick,FRG,2,1287.61279297,1970-04-16,1970-08-02,1970
492,None,Wacker Wien,AUT,1,1284.9942627,1970-05-24,1970-06-07,1970
493,None,CFR Cluj,ROM,1,1284.81469727,1970-04-19,1970-06-28,1970
494,None,Aris,GRE,1,1284.70947266,1970-05-25,1970-05-31,1970
495,None,Wilhelmshaven,FRG,2,1281.38537598,1970-04-16,1970-08-02,1970
496,None,Iasi,ROM,1,1280.6619873,1970-04-19,1970-06-28,1970
497,None,BSC Kickers 1900,FRG,2,1279.38085938,1970-04-16,1970-07-01,1970
498,None,Waterford,IRL,0,1279.22253418,1969-10-02,1970-08-26,1970
499,None,FC Linz,AUT,1,1278.07543945,1970-05-24,1970-06-06,1970
500,None,Eisenstadt,AUT,1,1276.94726562,1970-05-24,1970-06-06,1970
501,None,Kopetdag Asgabat,URS,2,1273.1595459,1970-05-21,1970-06-01,1970
502,None,Samsunspor,TUR,1,1271.98510742,1970-05-25,1970-05-31,1970
503,None,Friedrichsthal,FRG,2,1270.35888672,1970-04-16,1970-07-01,1970
504,None,Shamrock,IRL,0,1268.50256348,1969-10-02,1970-07-01,1970
505,None,Turk Telekom,TUR,1,1267.81896973,1970-05-25,1970-05-31,1970
506,None,Vefa,TUR,1,1265.55932617,1970-05-25,1970-05-31,1970
507,None,Rosenborg,NOR,1,1262.31201172,1970-05-25,1970-06-01,1970
508,None,Concordia Hamburg,FRG,2,1260.46496582,1970-04-16,1970-07-01,1970
509,None,Genclerbirligi,TUR,1,1257.2467041,1970-05-25,1970-05-31,1970
510,None,Ankara Demirspor,TUR,1,1255.27429199,1970-05-25,1970-05-31,1970
511,None,Ankaraguecue,TUR,1,1252.76159668,1970-05-24,1970-05-30,1970
512,None,PAOK,GRE,1,1251.49768066,1970-05-25,1970-05-31,1970
513,None,Velbert,FRG,2,1244.07128906,1970-04-16,1970-07-01,1970
514,None,Stromsgodset,NOR,1,1228.67260742,1970-05-30,1970-06-07,1970
515,None,Marl-Huels,FRG,2,1224.66503906,1970-04-16,1970-07-01,1970
516,None,Targu Mures,ROM,1,1222.03149414,1970-04-19,1970-06-14,1970
517,None,Oergryte,SWE,1,1221.30944824,1970-05-14,1970-08-05,1970
518,None,Meteor Berlin,FRG,2,1221.26525879,1970-04-16,1970-07-01,1970
519,None,Hammarby,SWE,1,1208.47338867,1970-05-14,1970-08-06,1970
520,None,Dornbirn,AUT,1,1195.39086914,1970-05-24,1970-06-07,1970
521,None,Fredrikstad,NOR,1,1195.26098633,1970-05-25,1970-06-01,1970
522,None,Panionios,GRE,1,1189.50500488,1970-05-25,1970-05-31,1970
523,None,Altinordu,TUR,1,1184.57885742,1970-05-25,1970-05-31,1970
524,None,Skeid,NOR,1,1180.18530273,1970-05-26,1970-05-31,1970
525,None,Iraklis,GRE,1,1167.56433105,1970-05-25,1970-05-31,1970
526,None,Neukoellner Spfr,FRG,2,1167.20068359,1970-04-16,1970-07-01,1970
527,None,Pierikos,GRE,1,1161.72509766,1970-05-25,1970-05-31,1970
528,None,Sarpsborg,NOR,1,1156.2322998,1970-05-30,1970-06-07,1970
529,None,Panserraikos,GRE,1,1152.66699219,1970-05-25,1970-05-31,1970
530,None,Viking,NOR,1,1150.54724121,1970-05-26,1970-06-01,1970
531,None,Brann,NOR,1,1147.33007812,1970-05-26,1970-06-01,1970
532,None,Egaleo,GRE,1,1146.51647949,1970-05-25,1970-05-31,1970
533,None,Ethnikos Piraeus,GRE,1,1129.31982422,1970-05-25,1970-05-30,1970
534,None,KPV Kokkola,FIN,0,1101.9564209,1970-01-01,1970-09-16,1970
535,None,Haka,FIN,0,1101.9564209,1970-01-01,1970-09-16,1970
536,None,Proodeftiki,GRE,1,1101.78601074,1970-05-25,1970-05-31,1970
537,None,Ham-Kam,NOR,1,1097.03881836,1970-05-26,1970-05-31,1970
538,None,KR Reykjavik,ISL,0,1093.64978027,1969-10-02,1970-07-01,1970
539,None,OFI,GRE,1,1087.40551758,1970-05-24,1970-05-31,1970
540,None,Hodd,NOR,1,1086.72338867,1970-05-25,1970-05-31,1970
541,None,Vestmannaeyjar,ISL,0,1083.13989258,1969-10-02,1970-07-01,1970
542,None,Kavala,GRE,1,1073.85180664,1970-05-25,1970-05-31,1970
543,None,Avenir Beggen,LUX,0,1072.77172852,1969-10-02,1970-07-01,1970
544,None,Vyzas,GRE,1,1069.90368652,1970-05-25,1970-05-31,1970
545,None,R Letzebuerg,LUX,0,1065.71032715,1969-10-02,1970-09-16,1970
546,None,Pors,NOR,1,1056.69140625,1970-05-25,1970-05-31,1970
547,None,Sliema Wanderers,MLT,0,1034.1151123,1969-10-02,1970-07-01,1970
548,None,Hibernians Paola,MLT,0,1032.04016113,1969-10-02,1970-09-16,1970
549,None,APOEL,CYP,0,1006.9161377,1969-10-02,1970-07-01,1970
550,None,Volou,GRE,1,973.27355957,1970-05-25,1970-05-30,1970
551,None,Panahaiki,GRE,1,968.928588867,1970-05-25,1970-05-31,1970
552,None,Olympiakos Nikosia,CYP,1,924.476928711,1970-05-24,1970-05-31,1970
0,1,Liverpool,ENG,1,1890.80517578,1974-05-30,1974-08-17,1974
1,2,Bayern,FRG,1,1882.28149414,1974-05-22,1974-08-24,1974
2,3,Leeds,ENG,1,1877.36608887,1974-05-30,1974-08-17,1974
3,4,Feyenoord,NED,1,1869.46936035,1974-05-30,1974-08-17,1974
4,5,Ajax,NED,1,1858.0489502,1974-05-30,1974-08-21,1974
5,6,Gladbach,FRG,1,1823.36108398,1974-05-19,1974-08-24,1974
6,7,Derby,ENG,1,1817.0612793,1974-05-30,1974-08-17,1974
7,8,Benfica,POR,1,1811.89221191,1974-05-22,1974-08-17,1974
8,9,Arsenal,ENG,1,1801.93395996,1974-05-30,1974-08-17,1974
9,10,Stoke,ENG,1,1799.66125488,1974-05-30,1974-08-17,1974
10,11,Tottenham,ENG,1,1798.36816406,1974-05-30,1974-08-17,1974
11,12,Ipswich,ENG,1,1796.6496582,1974-05-30,1974-08-17,1974
12,13,Juventus,ITA,1,1788.94763184,1974-05-30,1974-09-07,1974
13,14,Wolves,ENG,1,1786.84643555,1974-05-30,1974-08-17,1974
14,15,Magdeburg,GDR,1,1771.30566406,1974-05-13,1974-08-24,1974
15,16,Twente,NED,1,1766.37207031,1974-05-30,1974-08-21,1974
16,17,Leicester,ENG,1,1762.78649902,1974-05-30,1974-08-17,1974
17,18,West Ham,ENG,1,1761.95483398,1974-05-30,1974-08-17,1974
18,19,Barcelona,ESP,1,1754.86621094,1974-05-22,1974-08-17,1974
19,20,Burnley,ENG,1,1750.83789062,1974-05-30,1974-08-17,1974
20,21,Man City,ENG,1,1750.70043945,1974-05-30,1974-08-17,1974
21,22,Celtic,SCO,1,1749.42285156,1974-05-30,1974-08-17,1974
22,23,Birmingham,ENG,1,1747.44470215,1974-05-30,1974-08-17,1974
23,24,QPR,ENG,1,1743.50598145,1974-05-30,1974-08-17,1974
24,25,Everton,ENG,1,1743.15808105,1974-05-30,1974-08-17,1974
25,26,Dresden,GDR,1,1737.62207031,1974-05-30,1974-08-21,1974
26,27,Koeln,FRG,1,1736.48632812,1974-05-30,1974-08-24,1974
27,28,Lazio,ITA,1,1736.24072266,1974-05-30,1974-08-24,1974
28,29,Sheffield United,ENG,1,1735.76940918,1974-05-30,1974-08-17,1974
29,30,Newcastle,ENG,1,1734.02441406,1974-05-30,1974-08-17,1974
30,31,Atletico,ESP,1,1728.59863281,1974-05-21,1974-08-17,1974
31,32,CSKA Sofia,BUL,1,1726.60876465,1974-05-19,1974-08-18,1974
32,33,Jena,GDR,1,1719.68945312,1974-05-30,1974-08-17,1974
33,34,Rangers,SCO,1,1719.6315918,1974-05-30,1974-08-17,1974
34,35,Chelsea,ENG,1,1719.44030762,1974-05-30,1974-08-17,1974
35,36,Duesseldorf,FRG,1,1719.29858398,1974-05-30,1974-08-18,1974
36,37,Crvena Zvezda,YUG,1,1718.97167969,1974-05-30,1974-08-17,1974
37,38,Man United,ENG,1,1717.54943848,1974-05-30,1974-07-01,1974
38,39,Ujpest,HUN,1,1717.31335449,1974-05-26,1974-06-01,1974
39,40,Frankfurt,FRG,1,1714.32543945,1974-05-19,1974-06-01,1974
40,41,Schalke,FRG,1,1709.73547363,1974-05-22,1974-06-01,1974
41,42,Lautern,FRG,1,1708.47167969,1974-05-22,1974-06-01,1974
42,43,Milan,ITA,1,1705.22851562,1974-05-30,1974-06-01,1974
43,44,Coventry,ENG,1,1704.56982422,1974-05-30,1974-06-01,1974
44,45,Sporting,POR,1,1702.10888672,1974-05-22,1974-05-31,1974
45,46,Setubal,POR,1,1701.8371582,1974-05-22,1974-05-31,1974
46,47,Middlesbrough,ENG,2,1699.06591797,1974-05-30,1974-05-31,1974
47,48,PSV,NED,1,1697.98327637,1974-05-30,1974-05-31,1974
48,49,Southampton,ENG,1,1697.56872559,1974-05-30,1974-05-31,1974
49,50,Inter,ITA,1,1693.90283203,1974-05-22,1974-05-31,1974
50,51,Dynamo Kyiv,URS,1,1693.6739502,1974-05-24,1974-05-31,1974
51,52,Hibernian,SCO,1,1676.5994873,1974-05-10,1974-08-24,1974
52,53,Lok Leipzig,GDR,1,1670.40661621,1974-05-26,1974-05-31,1974
53,54,Frankfurt Oder,GDR,1,1668.82287598,1974-05-26,1974-05-31,1974
54,55,TeBe,FRG,2,1668.6817627,1974-05-30,1974-05-31,1974
55,56,Ararat,URS,1,1668.57897949,1974-05-30,1974-05-31,1974
56,57,Stuttgart,FRG,1,1668.50488281,1974-05-30,1974-06-08,1974
57,58,Velez Mostar,YUG,1,1664.3416748,1974-05-20,1974-06-01,1974
58,59,Torino,ITA,1,1663.92871094,1974-05-20,1974-06-01,1974
59,60,Fiorentina,ITA,1,1660.63623047,1974-05-20,1974-06-01,1974
60,61,Braunschweig,FRG,2,1659.36413574,1974-05-30,1974-06-01,1974
61,62,Offenbach,FRG,1,1657.6081543,1974-05-30,1974-07-26,1974
62,63,Hertha,FRG,1,1654.5916748,1974-05-23,1974-07-01,1974
63,64,Napoli,ITA,1,1654.01342773,1974-05-23,1974-07-01,1974
64,65,Werder,FRG,1,1652.7043457,1974-05-20,1974-07-01,1974
65,66,Ruch,POL,1,1648.90002441,1974-05-22,1974-07-01,1974
66,67,Essen,FRG,1,1648.40039062,1974-05-22,1974-07-01,1974
67,68,Dynamo Moskva,URS,1,1646.44384766,1974-05-30,1974-05-31,1974
68,69,Norwich,ENG,1,1645.16052246,1974-05-30,1974-05-31,1974
69,70,Duisburg,FRG,1,1643.68017578,1974-05-24,1974-05-31,1974
70,71,Hajduk,YUG,1,1642.8392334,1974-05-24,1974-05-31,1974
71,72,Hamburg,FRG,1,1641.91259766,1974-05-24,1974-05-31,1974
72,73,Levski,BUL,1,1639.3572998,1974-05-24,1974-05-31,1974
73,74,Porto,POR,1,1638.4564209,1974-05-24,1974-05-31,1974
74,75,Real Madrid,ESP,1,1635.47546387,1974-05-24,1974-08-06,1974
75,76,Bochum,FRG,1,1631.38452148,1974-05-27,1974-07-26,1974
76,77,Trnava,CSR,1,1624.88537598,1974-05-27,1974-06-02,1974
77,78,Roma,ITA,1,1623.43127441,1974-05-24,1974-06-02,1974
78,79,Spartak Moskva,URS,1,1621.82067871,1974-05-24,1974-05-30,1974
79,80,Aberdeen,SCO,1,1621.56787109,1974-05-18,1974-05-30,1974
80,81,Dinamo Tbilisi,URS,1,1620.91748047,1974-05-24,1974-05-30,1974
81,82,Slovan Bratislava,CSR,1,1619.95092773,1974-05-27,1974-05-30,1974
82,83,Cagliari,ITA,1,1616.43737793,1974-05-27,1974-05-31,1974
83,84,Bologna,ITA,1,1615.65283203,1974-05-27,1974-05-31,1974
84,85,BFC Dynamo,GDR,1,1611.37756348,1974-05-25,1974-06-09,1974
85,86,Partizan,YUG,1,1610.82019043,1974-05-25,1974-06-09,1974
86,87,Wuppertal,FRG,1,1606.96313477,1974-05-25,1974-05-30,1974
87,88,Zaragoza,ESP,1,1606.59277344,1974-05-25,1974-05-30,1974
88,89,Olympiakos,GRE,1,1605.73718262,1974-05-27,1974-05-30,1974
89,90,Zenit,URS,1,1604.63586426,1974-05-25,1974-05-30,1974
90,91,Pribram,CSR,1,1604.06835938,1974-05-25,1974-05-31,1974
91,92,Sociedad,ESP,1,1603.25927734,1974-05-20,1974-06-18,1974
92,93,Sparta Rotterdam,NED,1,1597.57702637,1974-05-30,1974-06-10,1974
93,94,Valencia,ESP,1,1595.80480957,1974-05-23,1974-06-01,1974
94,95,Dundee,SCO,1,1595.30444336,1974-05-23,1974-06-01,1974
95,96,OFK,YUG,1,1595.08532715,1974-05-23,1974-06-01,1974
96,97,St Pauli,FRG,2,1594.9654541,1974-05-30,1974-06-01,1974
97,98,CSKA Moskva,URS,1,1594.11975098,1974-05-25,1974-05-31,1974
98,99,Ferencvaros,HUN,1,1594.06018066,1974-05-30,1974-06-01,1974
99,100,Sunderland,ENG,2,1591.66601562,1974-05-30,1974-05-31,1974
100,None,Bilbao,ESP,1,1589.8737793,1974-05-18,1974-06-10,1974
101,None,Zorya,URS,1,1588.65441895,1974-05-24,1974-05-31,1974
102,None,Hannover,FRG,1,1587.91210938,1974-05-19,1974-07-01,1974
103,None,Espanyol,ESP,1,1586.33947754,1974-05-18,1974-08-10,1974
104,None,Anderlecht,BEL,1,1584.25817871,1974-05-06,1974-08-18,1974
105,None,Zeljeznicar,YUG,1,1584.17736816,1974-05-15,1974-08-18,1974
106,None,Verona,ITA,1,1582.70373535,1974-05-20,1974-07-01,1974
